,date,close,high,low,open,volume,adjClose,adjHigh,adjLow,adjOpen,adjVolume,divCash,splitFactor,marketCap,enterpriseVal,peRatio,pbRatio,trailingPEG1Y
0,2017-05-04 00:00:00+00:00,73.37,74.67,73.12,74.14,1830087,71.0511811245,72.3100953328,70.8090822383,71.7968456941,1830087,0.0,1.0,19587322155.8571,22610933155.8571,16.5247747748,3.7492427819,1.1306424846
1,2017-05-05 00:00:00+00:00,73.62,73.96,73.23,73.63,1846919,71.2932800108,71.622534496,70.9156057483,71.3029639662,1846919,0.0,1.0,19654063746.9565,22481364746.9565,16.618510158,3.6630405943,-17.1170654628
2,2017-05-08 00:00:00+00:00,73.69,73.88,73.26,73.67,1348831,71.3610676989,71.5450628524,70.9446576146,71.341699788,1348831,0.0,1.0,19672751392.4643,22500052392.4643,16.6343115124,3.666523518,-17.1333408578
3,2017-05-09 00:00:00+00:00,73.69,73.9,73.1501,73.28,2202837,71.3610676989,71.5644307633,70.8382309442,70.9640255255,2202837,0.0,1.0,19672751392.4643,22500052392.4643,16.6343115124,3.666523518,-17.1333408578
4,2017-05-10 00:00:00+00:00,73.91,74.29,73.3,73.58,2209973,71.5741147188,71.9421050258,70.9833934364,71.254544189,2209973,0.0,1.0,19731483992.6318,22558784992.6318,16.683972912,3.6774698496,-17.1844920993
5,2017-05-11 00:00:00+00:00,72.06,73.9,71.71,73.25,2579411,69.7825829608,71.5644307633,69.4436445201,70.9349736592,2579411,0.0,1.0,19237596218.4961,22064897218.4961,16.2663656885,3.5854211522,-16.7543566591
6,2017-05-12 00:00:00+00:00,71.58,72.0,70.82,71.59,1890054,69.3177530993,69.7244792281,68.5817724852,69.3274370547,1890054,0.0,1.0,19109452363.5853,21936753363.5853,16.158013544,3.561538247,-16.6427539503
7,2017-05-15 00:00:00+00:00,71.72,72.55,71.51,71.7,1898048,69.4533284756,70.2570967778,69.2499654111,69.4339605647,1898048,0.0,1.0,19146827654.6009,21974128654.6009,16.1896162528,3.5685040944,-16.6753047404
8,2017-05-16 00:00:00+00:00,70.94,71.72,70.51,71.72,2217693,68.6979799506,69.4533284756,68.2815698663,69.4533284756,2217693,0.0,1.0,18938593890.3708,21765894890.3708,16.0135440181,3.5296943733,-16.4939503386
9,2017-05-17 00:00:00+00:00,70.67,71.5,70.63,70.82,2676447,68.4365131535,69.2402814557,68.3977773317,68.5817724852,2676447,0.0,1.0,18866512971.9834,21693813971.9834,15.9525959368,3.5162602391,-16.4311738149
10,2017-05-18 00:00:00+00:00,71.13,71.49,70.48,70.79,2445351,68.8819751041,69.2305975003,68.252518,68.5527206189,2445351,0.0,1.0,18989317499.6063,21816618499.6063,16.0564334086,3.5391480233,-16.5381264108
11,2017-05-19 00:00:00+00:00,71.95,72.08,70.32,71.38,2834031,69.6760594509,69.8019508717,68.0975747128,69.1240739903,2834031,0.0,1.0,19208229918.4124,22035530918.4124,16.2415349887,3.5799479865,-16.7287810384
12,2017-05-22 00:00:00+00:00,72.45,72.685,71.5,71.88,1351689,70.1602572233,70.3878301763,69.2402814557,69.6082717627,1351689,0.0,1.0,19341713100.6112,22169014100.6112,16.3544018059,3.6048260128,-16.84503386
