date,close,high,low,open,volume,adjClose,adjHigh,adjLow,adjOpen,adjVolume,divCash,splitFactor,marketCap,enterpriseVal,peRatio,pbRatio,trailingPEG1Y,growth,log_ret
2017-05-10 00:00:00+00:00,47654.17000000004,47927.37329999999,47234.0895,47574.61880000001,1737011742,44348.6499603693,44606.030814931975,43955.014637145294,44276.70871739692,1758305218,6.1899999999999995,479.0,19609474712343.68,24038889978343.664,12993.330510125697,-9817.547793283999,160.72196464769996,2.0150972019850317,1.9545507102317146
2017-05-11 00:00:00+00:00,47519.82000000001,47788.748100000004,47062.27529999997,47509.47999999998,1739280009,44230.82075473861,44481.66721030968,43802.773585109855,44218.506429163856,1757223710,5.8725,479.0,19574437737704.57,24003853003704.56,12973.1888837989,-9790.344381465004,162.65606742370014,-2.0027468728749565,-2.0528155481022634
2017-05-12 00:00:00+00:00,47406.299999999996,47727.715699999964,47151.44180000002,47471.47500000001,1605516981,44129.864357503124,44429.87863823699,43889.2034927903,44188.181713838836,1625233817,1.5274999999999999,479.0,19550225184100.51,23979640450100.492,12899.014870788107,-9731.691281447806,164.67551352739994,-1.7987661172292533,-1.827157768700828
2017-05-15 00:00:00+00:00,47693.890000000014,47945.20620000003,47282.57289999999,47465.650000000016,1689824859,44402.15087570869,44638.816549577845,44017.72725978759,44189.85707636062,1709308953,5.35,479.0,19649086287187.26,24078501553187.26,12960.687152791608,-9793.8327263714,166.5265651272,3.226734721366954,3.1961697937443256
2017-05-16 00:00:00+00:00,47644.25000000001,47986.2473,47332.8836,47761.31500000001,1878585203,44356.2182336102,44674.69969291129,44064.848309766276,44466.80094148191,1907810829,2.9425,479.0,19641823839736.336,24071239105736.332,12904.230004014398,-9777.724653418501,167.13075122450007,-0.9623559119242658,-0.9972434868016151
2017-05-17 00:00:00+00:00,46814.310000000005,47570.55,46618.23419999994,47234.624999999985,2500898314,43617.7580961147,44330.8440537097,43435.65915368937,44020.87317326219,2528324939,11.5375,480.0,19285968575545.57,23715383841545.543,12737.616374761914,-10557.614598562399,161.8415326956,-7.820036061796394,-7.967471115519906
2017-05-18 00:00:00+00:00,47015.420000000035,47365.011800000066,46460.4995,46781.23000000002,2075390213,43807.17385591547,44136.65038554223,43289.835143497534,43588.61286984394,2097870236,2.145,479.0,19366474772198.56,23795890038198.535,12788.525841594404,-10243.1749389336,161.79498949229995,1.4652678005250912,1.4333445206649027
2017-05-19 00:00:00+00:00,47345.429999999986,47675.602699999974,46894.44390000003,47170.39500000003,2039076549,44113.16256441168,44423.017961882746,43697.63846432529,43955.47340221718,2067854704,1.8815,479.0,19496161937323.254,23925577203323.246,12843.461096723502,-10365.857942316394,165.57468180200001,3.7326291287284095,3.66417802890615
2017-05-22 00:00:00+00:00,47643.83999999999,47910.35930000005,47215.17419999998,47476.34000000002,1709258310,44383.464018825536,44631.29910389594,43990.38779556751,44235.62981395081,1731200036,2.99,479.0,19606487069352.8,24035235335352.812,12927.620079447797,-10243.338510938398,167.74148312900016,2.812387978026364,2.7833272170446106
2017-05-23 00:00:00+00:00,47588.17999999996,47958.87580000001,47248.64959999999,47634.55000000001,1636407197,44323.85624692947,44672.75054380584,44005.61708137277,44371.71533039958,1659906858,2.173,479.0,19644592663302.836,24073340929302.83,12932.379053441196,-10164.5840324874,168.50414243270012,0.22024630522887123,0.17927891781024652
2017-05-24 00:00:00+00:00,47761.784999999996,48001.29489999999,47323.79840000003,47641.01000000003,1639347843,44492.69894768895,44716.916200936495,44078.77285143157,44377.35350564118,1658772422,3.2024999999999997,479.0,19698532264954.555,24127280530954.582,13008.459715710216,-10277.783432210399,168.30822228300016,1.1596510821920942,1.1246396433297603
2017-05-25 00:00:00+00:00,48077.15000000003,48396.8758,47630.26309999998,47910.49000000001,1731365958,44791.90577741791,45091.37274208705,44373.145045424455,44633.96032211061,1754616207,2.4475000000000002,479.0,19798337155623.38,24227085421623.387,13133.21172703049,-10389.435918429699,169.9220894779999,2.1942654992948576,2.127090243134548
2017-05-26 00:00:00+00:00,48088.42000000001,48365.12629999999,47779.932799999995,48075.78999999997,1390662606,44808.80164156122,45067.709166898145,44516.67913500933,44792.484248112756,1405822396,4.8625,479.0,19808396400551.6,24237144666551.61,13218.564326931291,-10408.011059575398,170.0330709653002,-0.0519252050468233,-0.06850622431131725
2017-05-30 00:00:00+00:00,48009.10999999997,48320.36989999993,47703.50739999994,47992.95000000005,1630855066,44739.05801619204,45032.85445212345,44456.754678821904,44728.4671096722,1648500739,7.656,479.0,19791455168422.043,24221095934422.043,13242.386682779508,-10531.011943123704,162.52443280259993,-0.8480995162464995,-0.8762211644023563
2017-05-31 00:00:00+00:00,48084.72999999999,48378.57259999997,47620.469500000014,48084.029999999955,2324022780,44815.24571899637,45090.699973518305,44377.6564124105,44814.07249996028,2354188076,5.585000000000001,479.0,19788159947602.668,24221680912602.668,13305.107845350896,-10573.9304047994,150.8789545743,0.4348989572195867,0.40967391137813713
2017-06-01 00:00:00+00:00,48537.34999999997,48723.3255,47876.744600000064,48187.32500000003,1904353561,45248.52033994708,45423.98277517009,44628.54089126282,44919.797296818906,1920585543,7.532500000000001,479.0,19938211497163.06,24370535462163.035,13402.090765829606,-10614.2048010823,154.02460086469998,5.044213498531094,4.988723718652838
2017-06-02 00:00:00+00:00,48744.28000000003,49017.87380000004,48288.52720000004,48614.65899999998,1831244045,45445.62484896755,45701.13356208589,45015.053473591004,45319.956049981796,1856095758,0.935,479.0,20017327304355.79,24449407539355.797,13465.366124017617,-10667.222843612202,153.58553804979988,0.9210933246874621,0.8902103130084065
2017-06-05 00:00:00+00:00,48626.164999999986,48995.25699999999,48354.87020000003,48701.48000000002,1532998653,45339.00985543879,45686.21347355995,45084.81388829727,45410.48896762437,1549865287,2.41,479.0,19997677206920.332,24429757441920.336,13446.124502152295,-10699.469319322801,152.28001109080012,-1.2199798031747904,-1.241213193795923
2017-06-06 00:00:00+00:00,48399.920000000006,48837.558399999965,48136.775500000025,48504.459999999985,1764279710,45125.52679401751,45535.1827439817,44881.21284808381,45226.96968191332,1788325866,0.14,479.0,19934178476696.766,24366258711696.758,13353.006348754907,-10675.5426598487,153.71711483339988,-2.0112780108616235,-2.049843879277464
2017-06-07 00:00:00+00:00,48473.53500000003,48791.55160000003,48109.815299999995,48471.67499999999,1863471473,45199.59218932876,45498.77356583919,44860.76993591242,45199.64053842614,1879751312,9.396300000000002,479.0,19973877138387.594,24405957373387.59,13452.004530462618,-10701.768962718003,153.2333323792998,0.41539330863268453,0.3770248617388603
2017-06-08 00:00:00+00:00,48499.43,48876.31680000003,48060.59210000005,48503.73,1995160002,45227.36078171975,45576.675565496116,44814.74541563672,45227.677870989406,2017135746,0.33,479.0,19979754781912.01,24411835016912.02,13457.695805706691,-10452.366014311807,154.0049390505,0.4797443084230162,0.4392931674289575
2017-06-09 00:00:00+00:00,48391.169999999984,49037.80549999999,47771.15480000004,48552.310000000056,2249469927,45114.469064577206,45727.05881783232,44534.9907213623,45274.6964697284,2272515959,0.18,479.0,19936653180134.438,24368733415134.426,13344.772100124197,-10450.699096070703,154.8000733925,1.3608344468024578,1.2618508799827324
2017-06-12 00:00:00+00:00,48271.58000000001,48727.88020000002,47601.13020000001,48274.907500000016,2472131923,45007.344618238414,45432.9712921709,44384.66145159636,45008.604320792554,2496801650,3.9476999999999998,479.0,19910704287318.59,24342784522318.582,13303.081054452901,-10407.7040654127,154.29166973049996,0.28597580466020434,0.2515148324726697
2017-06-13 00:00:00+00:00,48587.719999999994,48830.88950000002,48089.084699999985,48377.13499999994,1767615637,45315.32061118302,45542.01755461406,44847.4295817869,45118.091383360115,1787910391,8.712499999999999,479.0,20012435782279.555,24444516017279.562,13421.684584673796,-10419.856121327,155.50269133789993,2.856000147534532,2.8307910373272422
2017-06-14 00:00:00+00:00,48511.65000000007,48987.23189999998,48098.21310000003,48672.779999999984,1820303075,45245.66816971458,45688.76243295143,44854.964091373215,45392.2156876235,1837921134,2.9050000000000002,479.0,19995684852468.766,24427765087468.76,13467.487346124795,-10456.664888277102,155.58365974620003,-0.898757526609862,-0.9369091795397915
2017-06-15 00:00:00+00:00,48438.60000000003,48691.975600000034,47861.01049999998,48191.34200000005,1845340843,45159.326364985034,45397.74144972178,44615.60136275278,44926.83626076826,1869281446,4.2875000000000005,478.25,19950164802758.668,24382245037758.656,13500.786073255704,-10532.8806462767,156.35244453029992,-0.9861447303712274,-1.0388522112142509
2017-06-16 00:00:00+00:00,48427.78,48775.62179999996,47978.43739999999,48454.433000000005,2890379190,45138.42196519914,45467.20511538266,44725.48116177417,45177.45897685713,2926539251,0.87,479.0,19942591274382.016,24374671509381.992,13482.578917418894,-10524.413530242,157.71025676589997,-0.1374963149693571,-0.18217642031247117
2017-06-19 00:00:00+00:00,48870.15999999997,49122.674100000026,48347.62630000001,48664.034999999974,1704998369,45552.18207217979,45790.79907979669,45064.53912251807,45363.08881543851,1729817253,1.13,479.0,20115115324597.57,24547267559597.582,13589.910208768491,-10603.113607181001,161.69168282209995,3.4389891798254615,3.3968454192673887
2017-06-20 00:00:00+00:00,48550.360000000015,49097.64719999998,48318.505299999975,48787.49,1803820331,45252.95706443685,45765.849468675115,45033.612869003984,45475.193251612865,1829384086,1.48,479.0,19982994833811.55,24415147068811.55,13539.050790120507,-10528.564944108995,159.24260315440011,-4.010257043607462,-4.062226849748133
2017-06-21 00:00:00+00:00,48555.64000000003,48982.39899999995,48138.380099999966,48623.44,1945569838,45259.70962979389,45659.88160513227,44867.81525333758,45323.51428266211,1971187784,1.77,479.0,19982099117304.438,24414251352304.434,13609.331255686902,-10402.492925795203,157.89614338829995,-1.1122918397205277,-1.1644364696159903
2017-06-22 00:00:00+00:00,48558.30000000002,48958.790100000006,48227.14980000004,48571.40100000003,1784509712,45263.67302348925,45637.315134743505,44952.6563608045,45275.147208030394,1808052645,1.14375,479.0,19975996016138.72,24408148251138.723,13658.261239999205,-10375.825387357097,158.28441176849998,0.2429894464520138,0.2157046610911615
2017-06-23 00:00:00+00:00,48653.47,48978.04030000002,48229.25259999995,48584.96000000003,2359654771,45356.69177276807,45659.872692475925,44955.96496707127,45290.55343329681,2391699885,0.0,479.0,20009470920345.8,24441623155345.785,13675.816952059587,-10426.274930938896,158.47671206369992,1.3100048379434284,1.2831993022380024
2017-06-26 00:00:00+00:00,48680.22000000002,49159.618099999985,48389.93079999997,48775.128999999986,1647688392,45383.40905410291,45830.46703847512,45110.79187068734,45469.486282200094,1667816826,0.25,479.0,20009709014083.227,24443541750083.21,13668.207564435506,-10419.896563405204,136.54736977420012,1.1395716081240923,1.1172418863699307
2017-06-27 00:00:00+00:00,48264.19000000002,48952.37159999996,48118.51519999998,48637.890000000014,1862673154,44988.80640862043,45638.84012238367,44855.22438952808,45342.11129083994,1883965771,0.0,479.0,19844938642804.15,24278771378804.168,13554.624944257797,-10358.153418099195,135.31472251900004,-3.4512903641759385,-3.496973886900037
2017-06-28 00:00:00+00:00,48668.47999999997,48968.747500000005,48174.77019999995,48490.92000000003,1819012852,45378.89863642844,45661.470930738804,44915.59261043192,45211.81487921701,1843689172,12.4425,479.0,20025834937193.543,24459667673193.52,13639.963749667902,-10286.467032023198,135.99383621489986,3.866657251686936,3.826125841302719
2017-06-29 00:00:00+00:00,48201.43999999998,48878.100400000025,47823.74470000003,48680.35000000006,2108385247,44947.25074696015,45578.19025391923,44592.25248587636,45391.535166716596,2132574093,2.6759000000000004,479.0,19846837248898.598,24280669984898.62,13485.828761926108,-10147.382739359897,134.56854000520002,-3.745466218963597,-3.793655570961249
2017-06-30 00:00:00+00:00,48315.61000000004,48744.58349999999,48022.76090000001,48412.26000000001,1856683007,45049.5587400897,45454.19403722056,44782.07541697685,45144.242279565864,1880229894,0.5375,479.0,19876720599766.414,24555595735766.418,9391.910543012105,3808.5430870152004,128.61233101210001,1.5604005454960634,1.5322071895910403
2017-07-03 00:00:00+00:00,48360.90000300003,48905.46150200002,48072.48820500005,48519.590004999984,1106252036,45093.702654913424,45600.464649842186,44823.91700892327,45239.8889468076,1119348329,0.77,479.0,19907818686083.785,24608098305083.785,9346.948538162002,3805.0675931792966,96.28624978610007,1.779712232072115,1.7395664875877102
2017-07-05 00:00:00+00:00,48379.27999999998,48770.540300000044,47925.789899999974,48350.10599999999,1826211693,45108.038206550744,45476.24165046692,44681.63473324909,45080.71202287223,1849215193,4.2225,479.0,19953020929479.28,24653300548479.277,9380.531894443104,3817.6984075114005,95.61763414169995,-0.45132721148201893,-0.5296924796684541
2017-07-06 00:00:00+00:00,47926.94000000002,48491.117300000005,47676.19639999998,48169.735000000044,1832426972,44689.30152629562,45217.468054849895,44452.870274262896,44916.68641354006,1859154514,4.8275,479.0,19771011867049.387,24471291486049.418,9332.449935593297,3767.2208389486973,93.72776068079995,-5.167320595766997,-5.229463607012923
