date,close,high,low,open,volume,adjClose,adjHigh,adjLow,adjOpen,adjVolume,divCash,splitFactor,marketCap,enterpriseVal,peRatio,pbRatio,trailingPEG1Y,growth,log_ret
2017-07-07 00:00:00+00:00,48344.01999999997,48585.88459999998,47829.8585,48046.415000000015,1526024810,45082.170254419514,45308.26124836838,44597.61906810995,44801.135390733725,1546423656,0.635,479.0,19905575857998.22,24605855476998.23,9410.099019288797,3799.098140942698,95.38686993879996,3.4704866697388024,3.4377189683333174
2017-07-10 00:00:00+00:00,48374.16499999998,48718.62090000001,48004.67279999998,48322.37999999999,1614488265,45113.78337521968,45434.007097637535,44766.55037850147,45062.26494187711,1635489546,0.0,479.0,19925297035659.695,24625576654659.688,9317.816884616004,3786.3067295794986,95.84366087110006,-0.026174356904888896,-0.06431674680569932
2017-07-11 00:00:00+00:00,48319.50999999998,48646.86949999998,47931.13239999998,48381.42999999994,1607365690,45066.48405417013,45372.325744851616,44699.974124559565,45118.806080485585,1631270457,0.38999999999999996,479.0,19913295128350.066,24613574747350.05,9289.111193512903,3843.5954497125012,95.83098179340003,-0.34989079400934875,-0.37338899713770113
2017-07-12 00:00:00+00:00,48707.05999999999,49031.86170000002,48341.74389999992,48602.38000000003,1723001538,45433.829193550795,45734.81058604443,45087.154450688366,45331.16427624352,1759347689,2.4850000000000003,479.0,20065193699046.758,24765473318046.758,9398.6760357159,3850.951745151297,95.8880686971,3.7731136265896934,3.7016423718985285
2017-07-13 00:00:00+00:00,48773.92999999999,49102.46209999999,48420.338400000015,48778.63000000002,1688705910,45503.702633317116,45806.9898159072,45168.51903847139,45501.035189659975,1718858927,1.0875000000000001,479.0,20106016152600.555,24806295771600.566,9384.266717909006,3851.8956535510997,96.74381549619999,1.2058124858897479,1.1785936674378177
2017-07-14 00:00:00+00:00,48998.799999999996,49231.683300000004,48593.26890000001,48837.73299999995,1550194162,45708.00570424461,45926.36775309815,45330.59559310154,45563.604214882194,1570000372,0.4,479.0,20199524881475.664,24899804500475.664,9425.898344505602,3859.3976160253997,96.51497373739991,2.2171415102200958,2.1933387469938195
2017-07-17 00:00:00+00:00,49011.130000000005,49333.944900000046,48690.66560000001,48990.41000000005,1536134787,45719.561254301014,46022.87466926292,45420.21849593526,45699.275994542535,1557092305,1.03,479.0,20200887907859.027,24901006701859.008,9431.6359516705,3860.0926985339006,96.17586732859992,0.6412673451807369,0.6262145847118261
2017-07-18 00:00:00+00:00,48985.295000000006,49287.40879999997,48546.267899999984,48938.01000000002,1600871247,45719.1833445037,46003.78855941068,45303.06337596896,45669.55038726772,1620522077,0.78,479.23699999999997,20225291271464.18,24925410065464.164,9474.453730847614,3903.608279238699,95.46660205240002,-0.7017329437869877,-0.7308099177412886
2017-07-19 00:00:00+00:00,49276.25000000001,49515.48489999998,48819.283699999956,49096.724999999955,1686977967,45984.34629742812,46212.492493184414,45562.66736106392,45824.36448251653,1712974002,1.3846,479.0,20330788063471.234,25030906857471.24,9502.413054567787,3920.2139846257983,90.37368651919999,3.0927835396420678,3.028293439231257
2017-07-20 00:00:00+00:00,49219.51999999998,49647.23050000001,48870.85019999995,49314.519999999975,1871071829,45930.91888712432,46334.158271198015,45605.180502838055,46021.95410571948,1896504340,0.915,479.0,20327634001025.0,25027752795025.01,9481.763260221302,3931.898046013096,90.32400821620003,-0.45479237395675653,-0.49784658975656004
2017-07-21 00:00:00+00:00,49218.989999999954,49522.42109999998,48781.8207,49088.47500000002,1800140460,45957.66042561683,46220.80709451362,45544.50115350647,45810.40511772682,1827239140,0.0,479.0,20317758910048.258,25017877704048.266,9495.292124383408,3951.564445964002,91.55915523450004,0.30146958903783583,0.26678708689954744
2017-07-24 00:00:00+00:00,49229.569999999956,49542.64229999996,48874.88170000001,49203.47000000002,1661327575,45959.34909333832,46252.175317177884,45634.79296618448,45944.5463320074,1689495995,0.73,479.0,20303778985276.957,25003897779276.965,9537.380977522314,3962.2446383325996,92.31600010330008,-0.5861150423053264,-0.6172350345850313
2017-07-25 00:00:00+00:00,49317.615000000034,49760.89080000004,48904.752900000036,49376.43499999999,2271313997,46043.174641783524,46456.6237539558,45654.618569125836,46093.542863353214,2300033248,0.0,479.0,20358482852814.6,25058601646814.58,9550.717415563782,3982.146469622599,94.59614739299998,1.9856341152931811,1.8943334526173716
2017-07-26 00:00:00+00:00,49288.18000000002,49735.98709999997,48875.7439,49346.15000000002,2120863020,46017.826752193614,46437.19118518268,45630.73180094548,46072.37990843432,2143844064,0.46,479.0,20359748435243.45,25059867229243.45,9546.454575265101,3977.438425005303,90.78801772649999,-0.9103111548519772,-0.9785673535229487
2017-07-27 00:00:00+00:00,49128.17000000006,49721.7016,48498.56969999998,49337.24499999994,2548158472,45873.21184198319,46433.06336171248,45282.67435320819,46071.15470966041,2575718291,1.9474999999999998,479.0,20328821063341.633,25028939857341.66,9521.103951697993,3947.269427247,92.10414829450004,-0.7298763019890624,-0.8223902651651422
2017-07-28 00:00:00+00:00,49140.65000000002,49513.9677,48596.59630000003,49030.429000000004,1892800630,45882.960709119325,46234.93417138848,45374.52705253219,45781.703679642225,1913504403,2.7389999999999994,479.0,20307469091648.992,25008321885648.99,9522.88094694739,3950.9083645407004,93.26805862569995,-0.3099958582409389,-0.37339767797850065
2017-07-31 00:00:00+00:00,49092.43000000003,49545.277,48751.84370000001,49226.35399999997,2012362526,45836.08929376663,46262.89054550234,45517.22400712005,45964.329123240816,2035691164,0.18,479.0,20289163932719.02,24993095215719.043,10746.112694045602,4003.7626410507996,92.19452198709999,-0.2182958009218836,-0.25053355563411506
2017-08-01 00:00:00+00:00,49149.52499999999,49522.79819999997,48778.03129999995,49213.635000000024,1880074233,45886.36787027729,46239.14513199249,45542.145272284375,45949.743632395744,1901351390,0.12,479.0,20333038077112.848,25036969360112.848,10890.495449766904,3960.1380105341004,93.33409077199998,0.5238857939769168,0.43684362455695336
2017-08-02 00:00:00+00:00,49086.09000000001,49485.703799999974,48561.059,49134.575,1921028483,45834.75268863205,46207.71354432792,45340.043909185864,45880.14545103892,1944640798,1.98,479.0,20348963681335.203,25052894964335.2,10828.180815775411,3951.294249715797,93.43565349,-0.8189459231356332,-0.8971331938722518
2017-08-03 00:00:00+00:00,48970.46999999999,49444.284900000035,48534.32249999997,49039.52009999998,1842402723,45726.79255032088,46175.05452876894,45317.759601250276,45799.98586983381,1864430189,5.3875,479.0,20307191902726.78,25011123185726.777,10918.10541527709,3926.054795611999,94.3884051833,-1.103269086271192,-1.1799300506369028
2017-08-04 00:00:00+00:00,49070.940000000024,49417.6139,48697.078700000064,49110.565,1723432847,45826.223916189214,46150.15204802566,45476.01751040478,45859.26069832968,1744252948,1.19,479.0,20341873039782.195,25046133355782.223,10864.612495834212,3932.8744560902987,114.65680316780002,1.1719793562339378,1.118280039459341
2017-08-07 00:00:00+00:00,49166.73000000002,49433.930099999954,48779.108999999975,49074.84049999996,1466930235,45925.15558985708,46177.64234525192,45563.19537410622,45842.834166846675,1485941017,7.245,479.122,20387495764708.285,25091756080708.293,10864.896715994792,3950.071119587699,115.96550262870002,0.756498899042507,0.7194498928518742
2017-08-08 00:00:00+00:00,49017.600000000006,49528.93470000001,48736.21869999996,49105.449500000024,1670047873,45794.270810593705,46275.66382241689,45530.04388011502,45878.118738547586,1690780256,5.1875,479.0,20337438211424.26,25041698527424.285,10821.524902452997,3910.717698315203,114.06917481990004,-1.292627893108559,-1.3522945049838104
2017-08-09 00:00:00+00:00,48871.59999999998,49157.9856,48380.819999999956,48729.140000000014,1655483076,45650.13265733323,45917.5044502931,45189.61974251694,45514.650438922814,1675587829,4.0,479.0,20331728928509.367,25035989244509.355,10830.336169258602,3863.0156134528993,112.99892599380004,-0.7263506314459157,-0.7601008243841663
2017-08-10 00:00:00+00:00,48094.30000000001,48885.738900000004,47954.57039999996,48665.44700000004,1887432288,44921.31951075919,45668.65528516219,44791.211178173304,45462.60012706311,1907942630,5.529999999999999,479.0,20037121822931.332,24741382138931.348,10674.726104513487,3789.8862901936,110.88005485540003,-7.08142036022449,-7.1851223116626635
2017-08-11 00:00:00+00:00,48191.30999999999,48574.680200000046,47814.6715,48126.746000000014,1524160907,45011.33630607128,45372.4149183757,44660.14405482862,44955.174193492465,1541142167,3.085,479.0,20067381371530.38,24771641687530.395,10673.18199798099,3806.8998692898044,112.2901771498,0.4787442838044713,0.4544215397571256
2017-08-14 00:00:00+00:00,48695.53999999997,48956.70230000002,48290.290199999996,48519.160000000025,1471151748,45480.12938659757,45725.49524560548,45104.24419596741,45320.9577122809,1491062094,2.9975,479.0,20276525846502.906,24980927162502.906,10830.889797536121,3881.740420306598,107.80409289020005,4.756928990198413,4.708184363667085
2017-08-15 00:00:00+00:00,48630.33,49014.3775,48291.38429999994,48695.455000000016,1535657351,45409.07523990527,45771.04950939259,45101.01156370289,45482.264945543764,1557966457,4.42,479.0,20275886889857.08,24980288205857.082,10789.53803947459,3892.8645357029986,108.58749465059998,-0.9228159949372902,-0.9887291065897825
2017-08-16 00:00:00+00:00,48766.27999999994,49121.5959,48436.706,48760.73000000001,1556635803,45546.453683873915,45881.92363511744,45238.95755823012,45543.79742428538,1576824611,11.964999999999998,479.0,20312219467526.47,25016620783526.465,10867.356409870403,3905.0717128719007,110.58485688310003,1.398901347177397,1.3696303750854804
2017-08-17 00:00:00+00:00,48019.760000000046,48912.6628,47945.1605,48656.979999999996,1777470319,44848.97626820438,45685.19857971872,44778.70158291347,45446.41347268419,1801131702,2.1020000000000003,479.0,19997442429044.12,24701843745044.11,10744.714061861712,3814.1397676352,107.76133214099997,-7.410231640616308,-7.498155805324174
2017-08-18 00:00:00+00:00,47919.73,48321.57659999999,47598.98880000002,47940.209999999955,1805775655,44750.923605762415,45126.39901485519,44456.061368628114,44775.731196744375,1830181807,1.5799999999999998,479.0,19962384726599.074,24666786042599.066,10705.881033045005,3790.890021132201,108.87507764499995,-1.0820011639397458,-1.1569253721282085
2017-08-21 00:00:00+00:00,47956.96,48235.46500000005,47561.766699999986,47918.89000000003,1506674716,44787.38486373664,45050.76843276134,44417.85432515118,44753.70934826231,1529877080,3.4650000000000003,479.0,19985517770757.95,24689919086757.953,10727.642411990602,3790.803375343699,109.36574240659999,0.39983056427877517,0.3756526341605375
2017-08-22 00:00:00+00:00,48450.22999999998,48631.83319999997,47903.988899999975,48075.69,1478443169,45251.72200014755,45422.67066275368,44739.926725601894,44902.136432230094,1497422007,1.7225000000000001,479.0,20179584643640.215,24883985959640.2,10794.820934096397,3850.6603891093996,111.45481556670006,4.605712292892336,4.553979816245306
2017-08-23 00:00:00+00:00,48245.64,48593.876799999955,47940.17840000005,48248.12999999998,1458606997,45064.427564502126,45392.2803875219,44779.60627788868,45068.014494191666,1480256009,6.5035,479.0,20115085461137.496,24819486777137.492,10754.022390035807,3821.6470931423964,108.40154349949997,-1.4099572523598525,-1.4428600108437881
2017-08-24 00:00:00+00:00,48189.78999999999,48629.418200000015,47906.004799999966,48363.01000000001,1532572121,45014.610395672615,45427.96279760338,44746.63653335499,45178.37145251503,1554297288,2.9700000000000006,479.0,20071961548861.465,24776362864861.44,10754.996438811397,3826.211263068398,108.49439926809995,-0.6693237455814103,-0.7038059493154245
2017-08-25 00:00:00+00:00,48240.46000000002,48674.442599999966,47983.816199999914,48339.379999999954,1385839618,45066.37905894097,45472.57826424771,44823.67987793157,45156.1327913104,1402786542,0.9349999999999999,479.0,20103376187203.695,24807777503203.7,10760.9016211666,3840.8672601844005,108.15386996859989,1.640392937321097,1.6101744098735842
2017-08-28 00:00:00+00:00,48226.25,48580.57529999998,47921.20539999999,48349.420000000006,1383337893,45051.96512934211,45385.030665772276,44763.969262855724,45168.45792818496,1402905286,0.6325,479.0,20110767970814.902,24815955852814.918,10788.335701378604,3855.3794739697005,118.94812304140014,-0.38782923522215484,-0.41111621181971936
2017-08-29 00:00:00+00:00,48241.64999999998,48450.829100000024,47731.867000000035,47951.615000000034,1398472022,45071.096327355874,45267.47266521272,44593.13369649397,44796.23167355483,1418512829,4.96,479.0,20131430005054.297,24836617887054.3,10801.658151189702,3862.5724753499026,117.4607880071001,-0.4804620329627288,-0.5024948127409066
2017-08-30 00:00:00+00:00,48543.05999999999,48734.77699999998,48020.313899999914,48223.35099999996,1445563285,45367.141954060746,45548.908874464825,44878.196036830006,45067.98684596448,1465583904,10.431499999999996,479.0,20233780862053.473,24938968744053.49,10845.644752601202,3891.208080876304,119.34753912439993,2.4217588675374313,2.3816324483491633
2017-08-31 00:00:00+00:00,48904.455000000016,49140.7205,48411.82000000003,48663.46000000001,1895864880,45732.4592979709,45955.38496822438,45269.1832739068,45505.23952573018,1923019009,25.87,479.0,20348097750803.504,25053923851803.49,10872.667610411505,3979.711629896404,84.1789033723999,2.9701285231742416,2.9293644883083467
2017-09-01 00:00:00+00:00,48993.899999999994,49338.22350000006,48668.964999999924,49005.950000000004,1452913794,45822.914563255006,46148.36166735096,45520.4485480994,45837.88633503168,1468616738,8.061235,479.0,20386556914901.043,25091926235901.05,10808.4620047555,4009.1849711734053,85.90588079909998,1.8587082145136276,1.8328806777569224
2017-09-05 00:00:00+00:00,48671.59999999996,49192.6784,48296.05050000001,48876.19999999998,1895192686,45512.0191799566,46001.13154065629,45162.23667700533,45710.74275737779,1924199839,0.0,479.0,20236208929325.914,24944164250325.91,10763.3144801938,4000.6991590425982,85.47351198319998,-3.3454399544759585,-3.403849140295796
2017-09-06 00:00:00+00:00,48792.260000000046,49163.139500000005,48345.29929999997,48801.57,1889455727,45627.16817064242,45974.44369267511,45206.9226288892,45633.445025866364,1913610216,0.4925,479.0,20301588643857.055,25009543964857.06,10761.990240270798,4006.963714530901,85.82750018060005,1.7417914502636964,1.7011274542961035
2017-09-07 00:00:00+00:00,48841.56000000004,49222.55979999992,48361.98349999996,48849.92499999998,1931707462,45673.99384391317,46034.53538772109,45228.282701235585,45691.1227454397,1953984950,10.193000000000001,479.0,20305455951056.723,25013411272056.71,10746.473136970093,4050.4584879795016,85.58042523750001,-0.05107106312736076,-0.10515604448981142
2017-09-08 00:00:00+00:00,48895.21,49280.862199999974,48404.46780000001,48755.193999999974,1833605300,45719.0828895053,46080.076561391084,45265.50653837404,45595.50858651822,1851417412,1.74,479.0,20272985823743.125,24980941144743.1,10751.9820770654,4045.2247669509006,88.01027147149993,0.5323981049250455,0.47679629394184353
2017-09-11 00:00:00+00:00,49359.77999999996,49672.392599999985,48853.53120000001,49169.553000000036,1800494993,46155.81574639383,46448.69504328489,45682.00679930719,45980.17154363602,1821369176,1.1400000000000001,479.0,20492028282007.3,25199707603007.31,10853.73412208119,4045.3929622692003,89.49470055549999,5.023184577307121,4.958269153739668
2017-09-12 00:00:00+00:00,49480.95000000003,49815.95860000003,49016.61600000002,49438.71500000003,1805568577,46276.88369447204,46590.43620205217,45835.47963327519,46234.89546252801,1822436072,3.4276999999999997,479.0,20558985172148.574,25266664493148.582,10853.896836970896,4059.7658808455003,91.97431627250005,1.7801286921978798,1.7423025136685815
